field_1,clust,lden,den,ID,Lat,Lon,depth,HDI,Voice,Population,Country_number,Code,Grav_tot,2010_regpop_mean,2020_regpop_mean,reg_pop_growth,SCORE,RATING,Productivity_mean,Landings,Tourism
150,151,-0.356674944,0.4,331,-12.48,130.79,1,0.9168,1.3847258,21299630,2,AUS,23,111.6550018,111.7641004,0.10909853,0,none,50973.38154,126.2520912,5790000
151,152,-0.356674944,0.4,333,-12.4,143.37,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.705792653,0.705918298,0.000125644,2,Partially Effective,18546.41486,126.2520912,5790000
152,153,0.278735316,1.5625,334,-12.5025,40.6357,0.5,0.333,-0.068941075,19344324,6,MOZ,26,640.9609509,874.4027818,233.4418309,3,Not Effective,43889.55952,530.3148765,1718000
153,154,-0.356674944,0.4,338,-12.53,123.58,1,0.936666667,1.387727667,24591818.33,2,AUS,2,0.007691438,0.007693029,1.59E-06,1,Effective,241.4549898,126.2520912,5790000
154,155,-0.081571078,0.75,339,-12.5666,-37.9946,0,0.696,0.440338975,181735280.8,7,BRA,444,5476.491396,6279.258597,802.7672016,0,none,36543.14094,88.49929915,5161000
155,156,0.438254931,1.25,340,-12.5667,45.1667,0,0.85,1.3025585,62258365.8,8,FRA,31,3153.606022,4312.54136,1158.935338,0,none,10914.27392,71.54552582,76647000
156,157,-0.23101773,0.5,341,-12.56,124.04,1,0.9296,1.4213264,23098659.8,2,AUS,2,0.00708197,0.007083435,1.47E-06,0,none,253.7992003,126.2520912,5790000
157,158,-0.356674944,0.4,342,-12.56,130.86,1,0.9168,1.3847258,21299630,2,AUS,43,106.8264377,106.930785,0.104347292,0,none,65535,126.2520912,5790000
158,159,1.557645754,14.1875,344,-12.638,40.623,1,0.333,-0.068941075,19344324,6,MOZ,24,656.3622304,889.3884691,233.0262386,3,Not Effective,48923.61203,530.3148765,1718000
159,160,-0.356674944,0.4,345,-12.63,143.58,0,0.933133333,1.404527033,23845239.07,2,AUS,0,0.797162426,0.797304334,0.000141908,2,Partially Effective,43222.3863,126.2520912,5790000
160,161,0.262364264,1,346,-12.686,45.0388,1,0.8684,1.26213,64349427.4,8,FRA,427,3050.467601,4172.700991,1122.23339,0,none,56529.21951,71.54552582,76647000
161,162,0.682407665,1.6875,347,-12.7142,45.1348,0,0.8822,1.2105644,65972323,8,FRA,559,3215.692079,4395.606228,1179.914149,0,none,65535,71.54552582,76647000
162,163,-0.597837001,0.25,349,-12.7404,45.233,0,0.8822,1.2105644,65972323,8,FRA,674,3502.417912,4774.68899,1272.271078,0,none,64177.83816,71.54552582,76647000
163,164,1.793812784,13.125,350,-12.7612,45.066,0,0.8822,1.2105644,65972323,8,FRA,427,3153.606022,4312.54136,1158.935338,0,none,52528.34981,71.54552582,76647000
164,165,0.515813165,1.375,352,-12.8172,45.2369,0,0.8822,1.2105644,65972323,8,FRA,689,3658.565002,4970.20153,1311.636529,0,none,64727.1319,71.54552582,76647000
165,166,1.073294481,2.625,353,-12.8474,48.5808,0,0.5092,-0.6813781,22975167.2,9,MDG,21,695.6250419,1104.38522,408.7601776,0,none,772.5546651,221.0364035,196000
166,167,0.405000479,1.25,354,-12.8643,45.2712,0,0.8684,1.26213,64349427.4,8,FRA,66,3934.879824,5326.399779,1391.519955,0,none,64372.64704,71.54552582,76647000
167,168,-0.356674944,0.4,356,-12.87,143.82,0,0.9296,1.4213264,23098659.8,2,AUS,0,1.083793461,1.083986393,0.000192932,2,Partially Effective,699.1286836,126.2520912,5790000
168,169,-0.356674944,0.4,362,-12.89,136.73,0,0.9296,1.4213264,23098659.8,2,AUS,0,8.820403956,8.823252961,0.002849005,0,none,5629.869932,126.2520912,5790000
169,170,0.243522548,1,360,-12.8938,45.2124,0,0.8822,1.2105644,65972323,8,FRA,258,3879.118944,5252.525837,1373.406894,0,none,61594.21782,71.54552582,76647000
170,171,-0.356674944,0.4,363,-12.8,124.28,1,0.9296,1.4213264,23098659.8,2,AUS,1,0.000150395,0.000150426,3.11E-08,0,none,264.2836053,126.2520912,5790000
171,172,0.304882786,1.25,365,-12.9058,45.0746,0,0.8684,1.26213,64349427.4,8,FRA,111,3552.810786,4838.100605,1285.289819,0,none,9394.079715,71.54552582,76647000
172,173,-0.597837001,0.25,366,-12.9373,44.9667,1,0.8753,1.2363472,65160875.2,8,FRA,43,3329.981269,4550.250442,1220.269173,0,none,314.844795,71.54552582,76647000
173,174,2.836816249,20,367,-12.9639,45.0835,0,0.8822,1.2105644,65972323,8,FRA,59,3617.072276,4915.530328,1298.458052,0,none,12344.56088,71.54552582,76647000
174,175,0.247348121,1.125,368,-12.9679,-38.6023,0,0.7132,0.53989822,191985660.8,7,BRA,4033,5150.655507,5885.807453,735.1519462,0,none,3776.212877,88.49929915,5161000
175,176,0.510775621,2.5,369,-12.9854,45.1838,0,0.8822,1.2105644,65972323,8,FRA,94,4015.203144,5427.901405,1412.698261,2,Partially Effective,52435.40055,71.54552582,76647000
176,177,-0.130682382,0.6,370,-12,143.84,0.5,0.9296,1.4213264,23098659.8,2,AUS,0,2.25044233,2.250842936,0.000400607,2,Partially Effective,595.341901,126.2520912,5790000
177,178,1.172591452,3.25,371,-13.0258,48.538,0,0.5092,-0.6813781,22975167.2,9,MDG,23,564.8452617,898.2246316,333.3793699,0,none,723.9359403,221.0364035,196000
178,179,-0.223143551,0.5,373,-13.1317,-38.7372,0,0.7132,0.53989822,191985660.8,7,BRA,516,4967.94259,5671.680477,703.7378862,0,none,35547.14592,88.49929915,5161000
179,180,-0.356674944,0.4,374,-13.18,143.84,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.951843108,0.952012551,0.000169443,2,Partially Effective,717,126.2520912,5790000
180,181,0.368582033,1.2,375,-13.21,-163.13,1,,-0.4493202,15200,10,CIS,0,0,0,0,0,none,127.0858792,567.3648557,#N/A
181,182,-0.130682382,0.6,382,-13.26,-163.1,0,,-0.4493202,15200,10,CIS,0,0,0,0,0,none,127.5787386,567.3648557,#N/A
182,183,-0.218284427,0.5625,384,-13.3065,48.1162,1,0.518,-0.321202533,25575762.67,9,MDG,316,596.0987289,975.8660201,379.7672912,0,none,564,221.0364035,196000
183,184,0.048790164,0.75,385,-13.3102,45.695,1,0.4672,-0.056832175,17288982.2,9,MDG,32,4458.840199,6008.886864,1550.046665,0,none,264.179385,221.0364035,196000
184,185,0.689098683,4.0625,386,-13.3167,45.8208,1,0.4672,-0.056832175,17288982.2,9,MDG,32,4636.395337,6255.426455,1619.031118,0,none,265.3715425,221.0364035,196000
185,186,0.764655934,2.125,392,-13.3226,48.1559,1,0.4964,-0.45048838,20006205.8,9,MDG,316,584.7667489,953.0976301,368.3308813,0,none,683.8273665,221.0364035,196000
186,187,-0.105360516,0.6,388,-13.31,-163.13,1,,-0.4493202,15200,10,CIS,0,0,0,0,0,none,124.0384329,567.3648557,#N/A
187,188,0.708835948,1.9375,389,-13.3203,48.0309,1,0.518,-0.321202533,25575762.67,9,MDG,27,605.6292711,999.9264801,394.2972089,0,none,495.3515583,221.0364035,196000
188,189,0.351858066,1.8125,395,-13.3733,48.1804,1,0.518,-0.321202533,25575762.67,9,MDG,316,568.5384066,924.8159344,356.2775278,0,none,791.8098899,221.0364035,196000
189,190,1.258444848,6.125,397,-13.4836,48.2394,1,0.5092,-0.6813781,22975167.2,9,MDG,48,535.3077818,866.7773059,331.4695241,0,none,14316.01748,221.0364035,196000
190,191,-0.356674944,0.4,401,-13.62,122.01,1,0.936666667,1.387727667,24591818.33,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,none,250.2312608,126.2520912,5790000
191,192,0.09531018,0.8,403,-13.68,136.45,1,0.9296,1.4213264,23098659.8,2,AUS,0,4.613568017,4.615197147,0.00162913,0,none,1148.001038,126.2520912,5790000
192,193,0.543210913,1.475,404,-13.8012,146.557,1,0.9032,1.46448975,19896400,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,248.63459,126.2520912,5790000
193,194,-0.356674944,0.4,407,-13.82,-171.76,1,0.6968,0.5110906,190601.6,11,WSM,157,970.5693656,1041.734521,71.1651551,0,none,184.0296973,84.5056216,122000
194,195,0.09531018,0.8,408,-13.82,127.27,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.756321397,0.756477949,0.000156552,0,Unrated,894.0981932,126.2520912,5790000
195,196,-0.356674944,0.4,409,-13.82,144.28,0,0.933133333,1.404527033,23845239.07,2,AUS,0,0.074659354,0.07467265,1.33E-05,2,Partially Effective,621.5,126.2520912,5790000
196,197,-0.356674944,0.4,410,-13.85,146.57,0,0.9296,1.4213264,23098659.8,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,249.12031,126.2520912,5790000
197,198,-0.356674944,0.4,412,-13.86,146.62,1,0.9296,1.4213264,23098659.8,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,248.3643101,126.2520912,5790000
198,199,-0.067853775,0.65,414,-13.8872,146.557,0,0.91,1.424607775,20598015,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,252.2633113,126.2520912,5790000
199,200,3.408109111,88.4375,420,-13.9246,136.832,0,0.9032,1.46448975,19896400,2,AUS,0,7.57714492,7.580019554,0.002874634,0,none,32382.87778,126.2520912,5790000
200,201,-0.243678663,0.5,421,-13.92,121.91,1,0.936666667,1.387727667,24591818.33,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,none,273.05641,126.2520912,5790000
201,202,0.024395082,0.8,423,-13.94,125.64,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.040428499,0.040436868,8.37E-06,0,none,690.8906966,126.2520912,5790000
202,203,-0.356674944,0.4,424,-13.96,143.84,0,0.9296,1.4213264,23098659.8,2,AUS,1,0.383234049,0.383302283,6.82E-05,2,Partially Effective,880.0554815,126.2520912,5790000
203,204,-0.356674944,0.4,425,-13.96,144.38,1,0.9296,1.4213264,23098659.8,2,AUS,1,0.076531126,0.076544758,1.36E-05,2,Partially Effective,608.9846183,126.2520912,5790000
204,205,-0.356674944,0.4,427,-13.97,144.5,1,0.9296,1.4213264,23098659.8,2,AUS,1,0.081702151,0.081716706,1.46E-05,2,Partially Effective,510.6013171,126.2520912,5790000
205,206,-0.356674944,0.4,428,-13.97,146.67,1,0.933133333,1.404527033,23845239.07,2,AUS,0,2406.920344,2917.934028,5.11E+02,0,none,296.6793875,126.2520912,5790000
206,207,-0.356674944,0.4,435,-14.01,144.71,0,0.9296,1.4213264,23098659.8,2,AUS,0,0.090449742,0.090465854,1.61E-05,2,Partially Effective,430.2603667,126.2520912,5790000
207,208,-0.356674944,0.4,436,-14.05,121.78,0.5,0.933133333,1.404527033,23845239.07,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,Unrated,272.1740019,126.2520912,5790000
208,209,-0.356674944,0.4,444,-14.07,121.97,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,Unrated,325.2091772,126.2520912,5790000
209,210,-0.356674944,0.4,439,-14.06,125.36,1,0.936666667,1.387727667,24591818.33,2,AUS,0,0.037624809,0.037632597,7.79E-06,0,none,437.4110134,126.2520912,5790000
210,211,-0.356674944,0.4,445,-14.08,121.74,0,0.933133333,1.404527033,23845239.07,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,Unrated,266.6294638,126.2520912,5790000
211,212,-0.356674944,0.4,447,-14.11,121.72,1,0.933133333,1.404527033,23845239.07,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,none,264.9233502,126.2520912,5790000
212,213,-0.005025168,0.7,453,-14.14,121.96,1,0.936666667,1.387727667,24591818.33,2,AUS,0,0.019068698,0.019070084,1.39E-06,0,Unrated,304.3119324,126.2520912,5790000
213,214,-0.356674944,0.4,449,-14.11,123.56,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.000260597,0.000260651,5.40E-08,0,none,256.3848134,126.2520912,5790000
214,215,-0.017686101,0.7,454,-14.16,-169.68,1,,1.013163667,55748.4,12,ASM,2,586.9279407,649.4654751,62.53753439,0,none,123.1037827,86.90514727,23100
215,216,-0.356674944,0.4,459,-14.28,-170.67,0,,1.013163667,55748.4,12,ASM,50,1582.337643,1617.679449,35.34180555,0,none,10464.78398,86.90514727,23100
216,217,-0.356674944,0.4,460,-14.31,136.89,0,0.9296,1.4213264,23098659.8,2,AUS,0,10.73292918,10.73705423,0.004125049,0,none,4228.58179,126.2520912,5790000
217,218,-0.130682382,0.6,461,-14.35,136.94,0,0.9296,1.4213264,23098659.8,2,AUS,0,11.24847635,11.25279955,0.004323194,0,none,613.486341,126.2520912,5790000
218,219,0.672736183,2.5,463,-14.4352,-146.076,0,,,263900.2,13,PYF,0,40.97189725,50.32609721,9.354199958,0,none,163.4523058,112.0653861,154000
219,220,-0.130682382,0.6,467,-14.52,145.53,1,0.936666667,1.387727667,24591818.33,2,AUS,1,4.069704853,4.070429535,0.000724682,2,Partially Effective,551.2195432,126.2520912,5790000
220,221,0.09531018,0.8,468,-14.53,-168.16,0,,1.013163667,55748.4,12,ASM,0,0.37812115,0.2444209,-0.13370025,1,Effective,114.7304423,86.90514727,23100
221,222,0.279807894,1.3,472,-14.5,125,0.5,0.936666667,1.387727667,24591818.33,2,AUS,0,0.038643404,0.038651402,8.00E-06,0,none,1829.742553,126.2520912,5790000
222,223,0.40043994,1.6875,473,-14.6452,-147.637,0,,,263900.2,13,PYF,3,41.41265546,49.81843683,8.405781372,0,none,151.4792007,112.0653861,154000
223,224,-0.356674944,0.4,474,-14.65,145.45,0.5,0.933133333,1.387727667,23845239.07,2,AUS,1,7.9150194,7.916430567,0.001411167,1,Effective,628.7120433,126.2520912,5790000
224,225,-0.289909248,0.45,476,-14.6634,145.691,1,0.9032,1.46448975,19896400,2,AUS,1,13.09083177,13.09316586,0.002334089,2,Partially Effective,571.9278342,126.2520912,5790000
225,226,-0.356674944,0.4,484,-14.69,145.47,0,0.9168,1.3847258,21299630,2,AUS,1,7.95264448,7.954062344,0.001417864,2,Partially Effective,624.6885509,126.2520912,5790000
226,227,0.024395082,0.8,485,-14.74,145.52,0,0.9296,1.4213264,23098659.8,2,AUS,1,8.467010313,8.468519849,0.001509537,2,Partially Effective,601.959477,126.2520912,5790000
227,228,0.785868023,2.75,487,-14.9156,145.691,0,0.91,1.424607775,20598015,2,AUS,1,10.35277146,10.35461711,0.001845643,2,Partially Effective,519.6030434,126.2520912,5790000
228,229,-0.223143551,0.5,492,-14.9653,167.153,1,0.5876,0.48899438,256761,14,VUT,2,175.6757185,217.835815,42.16009646,0,none,3462.47316,69.82508481,97200
229,230,0.557980464,2.75,493,-14.9756,-147.636,1,,,270370.6,13,PYF,3,40.40678622,48.70448563,8.297699404,0,none,169.1363496,112.0653861,154000
230,231,-0.356674944,0.4,495,-15.01,-148.27,0,,,263900.2,13,PYF,0,37.49882922,43.88353868,6.384709458,0,none,169.6888364,112.0653861,154000
231,232,0.573701226,2.3,496,-15.07,124.33,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.037349236,0.037356919,7.68E-06,0,none,735.9973099,126.2520912,5790000
232,233,0.485389459,2.375,497,-15.2589,145.824,0,0.9032,1.46448975,19896400,2,AUS,1,12.30464486,12.30679575,0.002150893,2,Partially Effective,341.9983214,126.2520912,5790000
233,234,-0.504163638,0.3125,498,-15.3773,168.131,0.5,0.581,0.46524006,225000.8,14,VUT,4,283.8850433,335.3884474,51.50340405,0,none,27318.46381,69.82508481,97200
234,235,0.934649523,2.6875,500,-15.3957,145.764,0,0.91,1.424607775,20598015,2,AUS,1,11.58941861,11.59121615,0.001797549,2,Partially Effective,491.6825095,126.2520912,5790000
235,236,-0.356674944,0.4,502,-15.45,123.25,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.763727951,0.763792533,6.46E-05,0,none,906.5418582,126.2520912,5790000
236,237,0.09531018,0.8,503,-15.45,140.18,1,0.9296,1.4213264,23098659.8,2,AUS,0,2406.920344,2917.934028,511.0136842,0,none,724.8367562,126.2520912,5790000
237,238,0.709138703,3,504,-15.47,137.92,1,0.9296,1.4213264,23098659.8,2,AUS,0,0.075793377,0.075813774,2.04E-05,0,none,472.4489329,126.2520912,5790000
238,239,-0.356674944,0.4,505,-15.48,147.1,0,0.933133333,1.404527033,23845239.07,2,AUS,1,2406.920344,2917.934028,511.0136842,0,none,204.5856253,126.2520912,5790000
239,240,0.350309598,1.1875,509,-15.5114,145.777,0,0.91,1.424607775,20598015,2,AUS,1,14.77433185,14.77627535,0.001943506,2,Partially Effective,505.5,126.2520912,5790000
240,241,-0.067853775,0.65,513,-15.52,123.27,1,0.936666667,1.387727667,24591818.33,2,AUS,0,4.630380618,4.632164427,0.001783809,0,none,887.6349418,126.2520912,5790000
241,242,-0.105360516,0.6,514,-15.52,140.12,1,0.9296,1.4213264,23098659.8,2,AUS,0,0.008417249,0.008418612,1.36E-06,0,none,762.1992233,126.2520912,5790000
242,243,-0.356674944,0.4,515,-15.78,123.36,1,0.936666667,1.387727667,24591818.33,2,AUS,0,3.339937121,3.341059461,0.00112234,0,none,741.191951,126.2520912,5790000
243,244,0.29326755,1.25,516,-15.79,-146.14,1,,,270370.6,13,PYF,0,20.93181889,31.97207746,11.04025857,0,none,168.5659234,112.0653861,154000
244,245,-0.597837001,0.25,517,-15.86,-146.214,1,,,252275.6,13,PYF,1,21.48630211,32.99988867,11.51358657,0,none,169.7078813,112.0653861,154000
245,246,-0.356674944,0.4,518,-15.89,139.03,1,0.9296,1.4213264,23098659.8,2,AUS,0,11.35032508,11.35216771,0.001842624,0,none,631.1368054,126.2520912,5790000
246,247,0.595443782,1.6875,520,-15.9012,-145.912,0,,,252275.6,13,PYF,0,17.0743535,25.61977435,8.545420848,0,none,165.3062679,112.0653861,154000
247,248,0.475828938,1.9,522,-15.92,123.05,0,0.936666667,1.387727667,24591818.33,2,AUS,0,3.25542413,3.256632499,0.001208369,0,none,878.091596,126.2520912,5790000
248,249,0.182321557,1,523,-15.9362,145.813,1,0.9032,1.46448975,19896400,2,AUS,2,167.2149125,167.2607748,0.045862322,2,Partially Effective,414.771986,126.2520912,5790000
249,250,-0.23101773,0.5,529,-15.94,-145.91,0,,,263900.2,13,PYF,0,16.97827309,25.42790902,8.449635928,0,none,168.762997,112.0653861,154000
250,251,0.09531018,0.8,526,-15.93,-173.77,1,0.7016,0.48823028,101975.2,15,TON,2,192.9724043,114.4044243,-78.56798,0,none,163.6041452,116.0177097,47100
251,252,0.764655934,2.125,532,-15.9676,145.82,0,0.91,1.424607775,20598015,2,AUS,2,237.8241013,237.8861172,0.06201586,2,Partially Effective,396.4321305,126.2520912,5790000
252,253,0.318673046,1.5,542,-16.0333,145.839,0,0.9168,1.3847258,21299630,2,AUS,3,268.852764,268.9275327,0.074768676,2,Partially Effective,350.5213441,126.2520912,5790000
253,254,-0.597837001,0.25,541,-16.018,145.806,0,0.9168,1.3847258,21299630,2,AUS,3,254.628765,254.6993893,0.07062428,2,Partially Effective,410.0463718,126.2520912,5790000
254,255,1.620000553,18.125,543,-16.0612,-145.622,1,,,252275.6,13,PYF,0,13.85461672,18.75475506,4.900138332,0,none,220.7975758,112.0653861,154000
255,256,0.521902026,1.875,544,-16.0725,145.843,0,0.9168,1.3847258,21299630,2,AUS,3,300.6402857,300.7314241,0.091138408,2,Partially Effective,337.1506577,126.2520912,5790000
256,257,0.065514131,0.8125,547,-16.0763,145.754,0,0.9168,1.3847258,21299630,2,AUS,4,266.5510253,266.629892,0.078866617,2,Partially Effective,502.40172,126.2520912,5790000
257,258,-0.356674944,0.4,553,-16.08,-145.71,1,,,270370.6,13,PYF,0,14.39843211,20.02065329,5.62222118,0,none,209.5,112.0653861,154000
258,259,0.652813229,2.2,549,-16.07,138.91,1,0.9296,1.4213264,23098659.8,2,AUS,0,5.443310439,5.444194124,0.000883685,0,none,711.527162,126.2520912,5790000
259,260,-0.597837001,0.25,550,-16.0891,-145.74,1,,,263900.2,13,PYF,0,14.47466444,20.24777318,5.77310874,0,none,202.5265671,112.0653861,154000
260,261,0.438254931,1.25,554,-16.1502,-145.82,1,,,252275.6,13,PYF,0,14.52512346,20.67348369,6.148360232,0,none,180.5665471,112.0653861,154000
261,262,0.048790164,0.75,555,-16.1632,179.754,1,0.6808,0.0268936,816944.4,16,FJI,14,342.1118923,334.9737901,-7.138102176,0,none,323,122.8772768,632000
262,263,0.262364264,1,556,-16.1745,179.499,0,0.6808,0.0268936,816944.4,16,FJI,9,303.0888298,296.2462623,-6.842567521,0,none,320.6405035,122.8772768,632000
263,264,-0.597837001,0.25,557,-16.1762,179.052,1,0.6808,0.0268936,816944.4,16,FJI,6,285.3741994,276.9276862,-8.446513233,2,Partially Effective,380.2370587,122.8772768,632000
264,265,0.138105136,0.875,558,-16.1783,145.888,0,0.9168,1.3847258,21299630,2,AUS,4,339.5840342,339.6842666,0.100232302,2,Partially Effective,307.9733639,126.2520912,5790000
265,266,0.048790164,0.75,559,-16.213,179.033,1,0.6808,0.0268936,816944.4,16,FJI,6,284.0968385,275.68613,-8.410708481,2,Partially Effective,440.0807519,122.8772768,632000
266,267,-0.356674944,0.4,560,-16.21,145.78,0,0.936666667,1.387727667,24591818.33,2,AUS,4,275.8329647,275.9138308,0.080866101,2,Partially Effective,401.7376667,126.2520912,5790000
267,268,0.711102156,1.8125,562,-16.2218,146.012,0,0.9168,1.3847258,21299630,2,AUS,3,419.0939332,419.2184866,0.124553405,2,Partially Effective,304.8292902,126.2520912,5790000
268,269,-0.274523418,0.5,563,-16.2301,179.105,0,0.6808,0.0268936,816944.4,16,FJI,6,282.6000794,274.321318,-8.278761439,2,Partially Effective,427.6637735,122.8772768,632000
269,270,0.136174028,0.875,572,-16.2419,145.862,0,0.9168,1.4213264,21299630,2,AUS,4,308.9319871,309.0224201,0.090433029,2,Partially Effective,315.7515688,126.2520912,5790000
270,271,0.448044012,1.8,568,-16.23,139.25,0,0.9232,1.4030261,22199144.9,2,AUS,0,4.693497498,4.694259454,0.000761956,0,none,901.5,126.2520912,5790000
271,272,0.927367134,2.375,574,-16.2419,145.966,0,0.9032,1.46448975,19896400,2,AUS,3,374.3924386,374.5029344,0.110495725,2,Partially Effective,310.193521,126.2520912,5790000
272,273,-0.356674944,0.4,577,-16.24,139.6,1,0.9296,1.4213264,23098659.8,2,AUS,0,7.24565177,7.246828039,0.001176268,0,none,1022.840927,126.2520912,5790000
273,274,1.800058272,33.25,578,-16.2577,-145.616,0,,,252275.6,13,PYF,0,12.68647138,16.62448684,3.938015462,0,none,289.2532578,112.0653861,154000
274,275,0.09531018,0.8,580,-16.29,139.42,1,0.9168,1.3847258,21299630,2,AUS,0,5.165197381,5.166035911,0.00083853,0,none,985.9832018,126.2520912,5790000
275,276,-0.180850056,0.55,581,-16.29,149.96,1,0.933133333,1.404527033,23845239.07,2,AUS,0,0,0,0,0,none,222.2127147,126.2520912,5790000
276,277,-0.597837001,0.25,582,-16.3154,179.279,1,0.6808,0.0268936,816944.4,16,FJI,12,284.0569972,277.1786392,-6.878357996,2,Partially Effective,412.3945389,122.8772768,632000
277,278,0.081865756,0.875,584,-16.3248,178.923,1,0.6808,0.0268936,816944.4,16,FJI,6,290.0303378,280.7064392,-9.323898637,2,Partially Effective,406.0737399,122.8772768,632000
278,279,0.8160887,2.125,586,-16.3292,43.9689,0,0.4672,-0.056832175,17288982.2,9,MDG,12,125.9573189,263.7569379,137.799619,0,none,691.1928466,221.0364035,196000
279,280,0.581965877,1.75,587,-16.3566,179.33,1,0.6808,0.0268936,816944.4,16,FJI,15,284.8986416,278.0736072,-6.825034485,2,Partially Effective,461.6460237,122.8772768,632000
